sentence|card
The Tomato Genetic Resource Center, Germplasm Resources Information Network, AVRDC, and numerous seed banks around the world store seed representing genetic variations of value to modern agriculture|tomato
These seed stocks are available for legitimate breeding and research efforts|tomato
While individual breeding efforts can produce useful results, the bulk of tomato breeding work is at universities and major agriculture-related corporations|tomato
These efforts have resulted in significant regionally adapted breeding lines and hybrids, such as the Mountain series from North Carolina|tomato
Corporations including Heinz, Monsanto, BHNSeed, and Bejoseed have breeding programs that attempt to improve production, size, shape, color, flavor, disease tolerance, pest tolerance, nutritional value, and numerous other traits.|tomato
Botanically, a tomato is a fruit—a berry, consisting of the ovary, together with its seeds, of a flowering plant|tomato
"However, the tomato is considered a ""culinary vegetable"" because it has a much lower sugar content than culinary fruits; because it is more savoury (umami) than sweet, it is typically served as part of a salad or main course of a meal, rather than as a dessert"|tomato
Tomatoes are not the only food source with this ambiguity; bell peppers, cucumbers, green beans, eggplants, avocados, and squashes of all kinds (such as zucchini and pumpkins) are all botanically fruit, yet cooked as vegetables|tomato
This has led to legal dispute in the United States|tomato
In 1887, U.S|tomato
tariff laws that imposed a duty on vegetables, but not on fruit, caused the tomato's status to become a matter of legal importance|tomato
In Nix v|tomato
Hedden, the U.S|tomato
Supreme Court settled the tariff controversy on May 10, 1893, by declaring that the tomato is a vegetable, based on the popular definition that classifies vegetables by use—they are generally served with dinner and not dessert|tomato
The holding of this case applies only to the interpretation of the Tariff of 1883, and the court did not purport to reclassify the tomato for botanical or other purposes.|tomato
The wild ancestor of the tomato is native to western South America|tomato
These wild versions were the size of peas|tomato
Aztecs and other peoples in Mesoamerica were the first to have domesticated the fruit and used in their cooking|tomato
The Spanish first introduced tomatoes to Europe, where they became used in Spanish food|tomato
In France, Italy and northern Europe, the tomato was initially grown as an ornamental plant|tomato
It was regarded with suspicion as a food because botanists recognized it as a nightshade, a relative of the poisonous belladonna|tomato
This was exacerbated by the interaction of the tomato's acidic juice with pewter plates|tomato
The leaves and immature fruit contains tomatine, which in large quantities would be toxic|tomato
However, the ripe fruit contains no tomatine.|tomato
The exact date of domestication is unknown; by 500 BC, it was already being cultivated in southern Mexico and probably other areas.|tomato
13  The Pueblo people are thought to have believed that those who witnessed the ingestion of tomato seeds were blessed with powers of divination|tomato
The large, lumpy variety of tomato, a mutation from a smoother, smaller fruit, originated in Mesoamerica, and may be the direct ancestor of some modern cultivated tomatoes.|tomato
15 The Aztecs raised several varieties of tomato, with red tomatoes called xictomatl and green tomatoes called tomatl (Tomatillo)|tomato
Bernardino de Sahagún reported seeing a great variety of tomatoes in the Aztec market at Tenochtitlán (Mexico City)|tomato
“|tomato
large tomatoes, small tomatoes, leaf tomatoes, sweet tomatoes, large serpent tomatoes, nipple-shaped tomatoes,” and tomatoes of all colors from the brightest red to the deepest yellow|tomato
Bernardino de Sahagún mentioned Aztecs cooking various sauces, some with and without tomatoes of different sizes, serving them in city markets|tomato
"""foods sauces, hot sauces; fried [food], olla-cooked [food], juices, sauces of juices, shredded [food] with chile, with squash seeds [most likely Cucurbita pepo], with tomatoes, with smoked chile, with hot chile, with yellow chile, with mild red chile sauce, yellow chile sauce, hot chile sauce, with ""bird excrement"" sauce, sauce of smoked chile, heated [sauces], bean sauce; [he sells] toasted beans, cooked beans, mushroom sauce, sauce of small squash, sauce of large tomatoes, sauce of ordinary tomatoes, sauce of various kinds of sour herbs, avocado sauce."""|tomato
Spanish conquistador Hernán Cortés may have been the first to transfer a small yellow tomato to Europe after he captured the Aztec city of Tenochtitlan, now Mexico City, in 1521|tomato
The earliest discussion of the tomato in European literature appeared in a herbal written in 1544 by Pietro Andrea Mattioli, an Italian physician and botanist, who suggested that a new type of eggplant had been brought to Italy that was blood red or golden color when mature and could be divided into segments and eaten like an eggplant—that is, cooked and seasoned with salt, black pepper, and oil|tomato
"It was not until ten years later that tomatoes were named in print by Mattioli as pomi d'oro, or ""golden apples""."|tomato
13 After the Spanish colonization of the Americas, the Spanish distributed the tomato throughout their colonies in the Caribbean|tomato
They also took it to the Philippines, from where it spread to southeast Asia and then the entire Asian continent|tomato
The Spanish also brought the tomato to Europe|tomato
It grew easily in Mediterranean climates, and cultivation began in the 1540s|tomato
It was probably eaten shortly after it was introduced, and was certainly being used as food by the early 17th century in Spain.|tomato
The tomato was introduced to China, likely via the Philippines or Macau, in the 1500s|tomato
It was given the name fānqié (barbarian eggplant), as the Chinese named many foodstuffs introduced from abroad, but referring specifically to early introductions.|tomato
"The recorded history of tomatoes in Italy dates back to at least 31 October 1548, when the house steward of Cosimo de' Medici, the grand duke of Tuscany, wrote to the Medici private secretary informing him that the basket of tomatoes sent from the grand duke's Florentine estate at Torre del Gallo ""had arrived safely"""|tomato
Tomatoes were grown mainly as ornamentals early on after their arrival in Italy|tomato
"For example, the Florentine aristocrat Giovanvettorio Soderini wrote how they ""were to be sought only for their beauty"", and were grown only in gardens or flower beds"|tomato
The tomato's ability to mutate and create new and different varieties helped contribute to its success and spread throughout Italy|tomato
However, even in areas where the climate supported growing tomatoes, their habit of growing to the ground suggested low status|tomato
They were not adopted as a staple of the peasant population because they were not as filling as other fruits already available|tomato
Additionally, both toxic and inedible varieties discouraged many people from attempting to consume or prepare any other varieties|tomato
In certain areas of Italy, such as Florence, the fruit was used solely as a tabletop decoration, until it was incorporated into the local cuisine in the late 17th or early 18th century|tomato
The earliest discovered cookbook with tomato recipes was published in Naples in 1692, though the author had apparently obtained these recipes from Spanish sources.|tomato
17 Unique varieties were developed over the next several hundred years for uses such as dried tomatoes, sauce tomatoes, pizza tomatoes, and tomatoes for long-term storage|tomato
These varieties are usually known for their place of origin as much as by a variety name|tomato
"For example, Pomodorino del Piennolo del Vesuvio is the ""hanging tomato of Vesuvius"", or the well known and highly-prized San Marzano plum tomato grown in that region."|tomato
Tomatoes were not grown in England until the 1590s.|tomato
17  One of the earliest cultivators was John Gerard, a barber-surgeon.|tomato
17  Gerard's Herbal, published in 1597, and largely plagiarized from continental sources,|tomato
17  is also one of the earliest discussions of the tomato in England|tomato
Gerard knew the tomato was eaten in Spain and Italy.|tomato
17  Nonetheless, he believed it was poisonous|tomato
17  (in fact, the plant and raw fruit do have low levels of tomatine, but are not generally dangerous; see below)|tomato
Gerard's views were influential, and the tomato was considered unfit for eating (though not necessarily poisonous) for many years in Britain and its North American colonies.|tomato
"17 However, by the mid-18th century, tomatoes were widely eaten in Britain, and before the end of that century, the Encyclopædia Britannica stated the tomato was ""in daily use"" in soups, broths, and as a garnish"|tomato
"They were not part of the average person's diet, and though by 1820 they were described as ""to be seen in great abundance in all our vegetable markets"" and to be ""used by all our best cooks"", reference was made to their cultivation in gardens still ""for the singularity of their appearance"", while their use in cooking was associated with exotic Italian or Jewish cuisine."|tomato
It was grown from the 18th century onwards for the British|tomato
"Even today, in Bengal, the alternative name is ""Biliti Begun"" (Bengali"|tomato
"বিলিতি বেগুন), meaning ""Foreign Eggplant"""|tomato
The tomato was introduced to cultivation in the Middle East by John Barker, British consul in Aleppo circa 1799 to 1825|tomato
Nineteenth century descriptions of its consumption are uniformly as an ingredient in a cooked dish|tomato
"In 1881, it is described as only eaten in the region ""within the last forty years"""|tomato
Today, the tomato is a critical and ubiquitous part of Middle Eastern cuisine, served fresh in salads (e.g., Arab salad, Israeli salad, Shirazi salad and Turkish salad), grilled with kebabs and other dishes, made into sauces, and so on.|tomato
The earliest reference to tomatoes being grown in British North America is from 1710, when herbalist William Salmon reported seeing them in what is today South Carolina.|tomato
25  They may have been introduced from the Caribbean|tomato
By the mid-18th century, they were cultivated on some Carolina plantations, and probably in other parts of the Southeast as well|tomato
Possibly, some people continued to think tomatoes were poisonous at this time; and in general, they were grown more as ornamental plants than as food|tomato
Thomas Jefferson, who ate tomatoes in Paris, sent some seeds back to America.|tomato
28  Some early American advocates of the culinary use of the tomato included Michele Felice Cornè and Robert Gibbon Johnson.Early tomato breeders included Henry Tilden in Iowa and a Dr|tomato
Hand in Baltimore.Alexander W|tomato
Livingston receives much credit for developing numerous varieties of tomato for both home and commercial gardeners|tomato
The U.S|tomato
"Department of Agriculture's 1937 yearbook declared that ""half of the major varieties were a result of the abilities of the Livingstons to evaluate and perpetuate superior material in the tomato."" Livingston's first breed of tomato, the Paragon, was introduced in 1870, the beginning of a great tomato culture enterprise in the county"|tomato
In 1875, he introduced the Acme, which was said to be involved in the parentage of most of the tomatoes introduced by him and his competitors for the next twenty-five years.When Livingston began his attempts to develop the tomato as a commercial crop, his aim had been to grow tomatoes smooth in contour, uniform in size, and sweet in flavor|tomato
He eventually developed over seventeen different varieties of the tomato plant|tomato
Today, the crop is grown in every state in the Union.Because of the long growing season needed for this heat-loving crop, several states in the US Sun Belt became major tomato-producers, particularly Florida and California|tomato
In California, tomatoes are grown under irrigation for both the fresh fruit market and for canning and processing|tomato
The University of California, Davis (UC Davis) became a major center for research on the tomato|tomato
The C.M|tomato
Rick Tomato Genetics Resource Center at UC Davis is a gene bank of wild relatives, monogenic mutants and miscellaneous genetic stocks of tomato|tomato
The center is named for the late Dr|tomato
Charles M|tomato
Rick, a pioneer in tomato genetics research|tomato
Research on processing tomatoes is also conducted by the California Tomato Research Institute in Escalon, California.In California, growers have used a method of cultivation called dry-farming, especially with Early Girl tomatoes|tomato
This technique encourages the plant to send roots deep to find existing moisture in soil that retains moisture, such as clayey soil.|tomato
The poor taste and lack of sugar in modern garden and commercial tomato varieties resulted from breeding tomatoes to ripen uniformly red|tomato
"This change occurred after discovery of a mutant ""u"" phenotype in the mid 20th century that ripened ""u""niformly"|tomato
This was widely cross-bred to produce red fruit without the typical green ring around the stem on uncross-bred varieties|tomato
Prior to general introduction of this trait, most tomatoes produced more sugar during ripening, and were sweeter and more flavorful.Evidence has been found that 10–20% of the total carbon fixed in the fruit can be produced by photosynthesis in the developing fruit of the normal U phenotype|tomato
The u genetic mutation encodes a factor that produces defective chloroplasts with lower density in developing fruit, resulting in a lighter green colour of unripe fruit, and repression of sugars accumulation in the resulting ripe fruit by 10–15%|tomato
Perhaps more important than their role in photosynthesis, the fruit chloroplasts are remodelled during ripening into chlorophyll-free chromoplasts that synthesize and accumulate the carotenoids lycopene, β-carotene, and other metabolites that are sensory and nutritional assets of the ripe fruit|tomato
The potent chloroplasts in the dark-green shoulders of the U phenotype are beneficial here, but have the disadvantage of leaving green shoulders near the stems of the ripe fruit, and even cracked yellow shoulders, apparently because of oxidative stress due to overload of the photosynthetic chain in direct sunlight at high temperatures|tomato
Hence genetic design of a commercial variety that combines the advantages of types u and U requires fine tuning, but may be feasible.Furthermore, breeders of modern tomato cultivars typically strive to produce tomato plants exhibiting improved yield, shelf life, size, and tolerance/resistance to various environmental pressures, including disease|tomato
However, these breeding efforts have yielded unintended negative consequences on various tomato fruit attributes|tomato
For instance, linkage drag is a phenomenon that has been responsible for alterations in the metabolism of the tomato fruit|tomato
Linkage drag describes the introduction of an undesired trait or allele into a plant during backcrossing|tomato
This trait/allele is physically linked (or is very close) to the desired allele along the chromosome|tomato
In introducing the beneficial allele, there exists a high likelihood that the poor allele is also incorporated into the plant|tomato
Thus, breeding efforts attempting to enhance certain traits (for example|tomato
larger fruit size) have unintentionally altered production of chemicals associated with, for instance, nutritional value and flavor.Breeders have turned to using wild tomato species as a source of alleles for the introduction of beneficial traits into modern tomato varieties|tomato
For example, wild tomato relatives may possess higher amounts of fruit solids (which are associated with greater sugar content) or resistance to diseases caused by microbes, such as resistance towards the early blight pathogen Alternaria solani|tomato
However, this tactic has limitations, for the incorporation of certain traits, such as pathogen resistance, can negatively impact other favorable phenotypes (fruit production, etc.).|tomato
The tomato is grown worldwide for its edible fruits, with thousands of cultivars|tomato
A fertilizer with an NPK ratio of 5–10–10 is often sold as tomato fertilizer or vegetable fertilizer, although manure and compost are also used|tomato
On average there are 150,000 seeds in a pound of tomato seeds.|tomato
Tomato cultivars vary widely in their resistance to disease|tomato
Modern hybrids focus on improving disease resistance over the heirloom plants.|tomato
Various forms of mildew and blight are common tomato afflictions, which is why tomato cultivars are often marked with a combination of letters that refer to specific disease resistance|tomato
The most common letters are|tomato
LB – late blight, V – verticillium wilt, F – fusarium wilt strain I, FF – fusarium wilt strain I and II, N – nematodes, T – tobacco mosaic virus, and A – alternaria.|tomato
Some common tomato pests are the tomato bug, stink bugs, cutworms, tomato hornworms and tobacco hornworms, aphids, cabbage loopers, whiteflies, tomato fruitworms, flea beetles, red spider mite, slugs, and Colorado potato beetles|tomato
The tomato russet mite, Aculops lycopersici, feeds on foliage and young fruit of tomato plants, causing shrivelling and necrosis of leaves, flowers, and fruit, possibly killing the plant.A common tomato disease is tobacco mosaic virus|tomato
Handling cigarettes and other infected tobacco products can transmit the virus to tomato plants.Another particularly dreaded disease is curly top, carried by the beet leafhopper, which interrupts the lifecycle|tomato
As the name implies, it has the symptom of making the top leaves of the plant wrinkle up and grow abnormally.After an insect attack tomato plants produce systemin, a plant peptide hormone |tomato
Systemin activates defensive mechanisms, such as the production of protease inhibitors to slow the growth of insects|tomato
The hormone was first identified in tomatoes, but similar proteins have been identified in other species since.Although not a disease as such, irregular supplies of water can cause growing or ripening fruit to split|tomato
Besides cosmetic damage, the splits may allow decay to start, although growing fruits have some ability to heal after a split|tomato
In addition, a deformity called cat-facing can be caused by pests, temperature stress, or poor soil conditions|tomato
Affected fruit usually remains edible, but its appearance may be unsightly.|tomato
Among the most famous pairings is the tomato plant and carrots; studies supporting this relationship have produced a popular book about companion planting, Carrots Love Tomatoes.The devastating tomato hornworm has a major predator in various parasitic wasps, whose larvae devour the hornworm, but whose adult form drinks nectar from tiny-flowered plants like umbellifers|tomato
Several species of umbellifer are therefore often grown with tomato plants, including parsley, Queen Anne's lace, and occasionally dill|tomato
These also attract predatory flies that attack various tomato pests.Borage is thought to repel the tomato hornworm moth.Plants with strong scents, like alliums (onions, chives, garlic), mints (basil, oregano, spearmint) and French marigold, (Tagetes patula) are thought to mask the scent of the tomato plant, making it harder for pests to locate it, or to provide an alternative landing point, reducing the odds of the pests from attacking the correct plant|tomato
These plants may also subtly affect the flavor of tomato fruit.Tomato plants can protect asparagus from asparagus beetles, because they contain solanine that kills this pest, while asparagus plants contain Asparagusic acid that repels nematodes known to attack tomato plants|tomato
Marigolds also repel nematodes.|tomato
In the wild, original state, tomatoes required cross-pollination; they were much more self-incompatible than domestic cultivars|tomato
As a floral device to reduce selfing, the pistil of wild tomatoes extends farther out of the flower than today's cultivars|tomato
The stamens were, and remain, entirely within the closed corolla.|tomato
As tomatoes were moved from their native areas, their traditional pollinators, (probably a species of halictid bee) did not move with them|tomato
The trait of self-fertility became an advantage, and domestic cultivars of tomato have been selected to maximize this trait.This is not the same as self-pollination, despite the common claim that tomatoes do so|tomato
"That tomatoes pollinate themselves poorly without outside aid is clearly shown in greenhouse situations, where pollination must be aided by artificial wind, vibration of the plants (one brand of vibrator is a wand called an ""electric bee"" that is used manually), or more often today, by cultured bumblebees"|tomato
The anther of a tomato flower is shaped like a hollow tube, with the pollen produced within the structure, rather than on the surface, as in most species|tomato
The pollen moves through pores in the anther, but very little pollen is shed without some kind of externally-induced motion|tomato
The ideal vibratory frequencies to release pollen grains are provided by an insect, such as a bumblebee, or the original wild halictid pollinator, capable of engaging in a behavior known as buzz pollination, which honey bees cannot perform|tomato
In an outdoors setting, wind or animals usually provide sufficient motion to produce commercially viable crops.|tomato
Pollination and fruit formation depend on meiosis|tomato
Meiosis is central to the processes by which diploid microspore mother cells within the anther give rise to haploid pollen grains, and megaspore mother cells in ovules that are contained within the ovary give rise to haploid nuclei|tomato
Union of haploid nuclei from pollen and ovule (fertilization) can occur either by self- or cross-pollination|tomato
Fertilization leads to the formation of a diploid zygote that can then develop into an embryo within the emerging seed|tomato
Repeated fertilizations within the ovary are accompanied by maturation of the ovary to form the tomato fruit.|tomato
Homologs of the recA gene, including rad51, play a key role in homologous recombinational repair of DNA during meiosis|tomato
A rad51 homolog is present in the anther of tomato (Lycopersicon esculentum), suggesting that recombinational repair occurs during meiosis in tomato.|tomato
Tomatoes are often grown in greenhouses in cooler climates, and cultivars such as the British 'Moneymaker' and a number of cultivars grown in Siberia are specifically bred for indoor growing|tomato
In more temperate climates, it is not uncommon to start seeds in greenhouses during the late winter for future transplant.|tomato
Greenhouse tomato production in large-acreage commercial greenhouses and owner-operator stand-alone or multiple-bay greenhouses is on the increase, providing fruit during those times of the year when field-grown fruit is not readily available|tomato
Smaller sized fruit (cherry and grape), or cluster tomatoes (fruit-on-the-vine) are the fruit of choice for the large commercial greenhouse operators while the beefsteak varieties are the choice of owner-operator growers.Hydroponic technique is often used in hostile growing environments, as well as high-density plantings.|tomato
"To facilitate transportation and storage, tomatoes are often picked unripe (green) and ripened in storage with ethylene.A machine-harvestable variety of tomato (the ""square tomato"") was developed in the 1950s by University of California, Davis's Gordie C"|tomato
Hanna, which, in combination with the development of a suitable harvester, revolutionized the tomato-growing industry|tomato
This type of tomato is grown commercially near plants that process and can tomatoes, tomato sauce, and tomato paste|tomato
They are harvested when ripe and are flavorful when picked|tomato
They are harvested 24 hours a day, seven days a week during a 12- to 14-week season, and immediately transported to packing plants, which operate on the same schedule|tomato
California is a center of this sort of commercial tomato production and produces about a third of the processed tomatoes produced in the world.In 1994, Calgene introduced a genetically modified tomato called the FlavrSavr, which could be vine ripened without compromising shelf life|tomato
However, the product was not commercially successful, and was sold only until 1997.|tomato
"As of 2008, the heaviest tomato harvested, weighed 3.51 kg (7 lb 12 oz), was of the cultivar ""Delicious"", and was grown by Gordon Graham of Edmond, Oklahoma in 1986"|tomato
"The largest tomato plant grown was of the cultivar ""Sungold"" and reached 19.8 m (65 ft) in length, grown by Nutriculture Ltd (UK) of Mawdesley, Lancashire, UK, in 2000.A massive ""tomato tree"" growing inside the Walt Disney World Resort's experimental greenhouses in Lake Buena Vista, Florida may have been the largest single tomato plant in the world"|tomato
The plant has been recognized as a Guinness World Record Holder, with a harvest of more than 32,000 tomatoes and a total weight of 522 kg (1,151 lb)|tomato
It yielded thousands of tomatoes at one time from a single vine|tomato
Yong Huang, Epcot's manager of agricultural science, discovered the unique plant in Beijing, China|tomato
Huang brought its seeds to Epcot and created the specialized greenhouse for the fruit to grow|tomato
The vine grew golf ball-sized tomatoes, which were served at Walt Disney World restaurants|tomato
The tree developed a disease and was removed in April 2010 after about 13 months of life.|tomato
Although tomatoes originated in the Americas, they have become extensively used in Mediterranean cuisine|tomato
Ripe tomatoes contain significant umami flavor and they are a key ingredient in pizza, and are commonly used in pasta sauces.|tomato
The tomato is now grown and eaten around the world|tomato
It is used in diverse ways, including raw in salads or in slices, stewed, incorporated into a wide variety of dishes, or processed into ketchup or tomato soup|tomato
Unripe green tomatoes can also be breaded and fried, used to make salsa, or pickled|tomato
Tomato juice is sold as a drink, and is used in cocktails such as the Bloody Mary.|tomato
Tomatoes keep best unwashed at room temperature and out of direct sunlight|tomato
It is not recommended to refrigerate them as this can harm the flavour|tomato
Tomatoes stored cold tend to lose their flavour permanently.Storing stem down can prolong shelf life, as it may keep from rotting too quickly.Tomatoes that are not yet ripe can be kept in a paper bag till ripening.Tomatoes are easy to preserve whole, in pieces, as tomato sauce or paste by home canning|tomato
They are acidic enough to process in a water bath rather than a pressure cooker as most vegetables require|tomato
The fruit is also preserved by drying, often in the sun, and sold either in bags or in jars with oil.|tomato
The leaves, stem, and green unripe fruit of the tomato plant contain small amounts of the alkaloid tomatine, whose effect on humans has not been studied|tomato
They also contain small amounts of solanine, a toxic alkaloid found in potato leaves and other plants in the nightshade family|tomato
However, solanine concentrations in foliage and green fruit are generally too small to be dangerous unless large amounts are consumed—for example, as greens.|tomato
Small amounts of tomato foliage are sometimes used for flavoring without ill effect, and the green fruit of unripe red tomato varieties is sometimes used for cooking, particularly as fried green tomatoes|tomato
There are also tomato varieties with fully ripe fruit that is still green|tomato
Compared to potatoes, the amount of solanine in unripe green or fully ripe tomatoes is low|tomato
However, even in the case of potatoes, while solanine poisoning resulting from dosages several times the normal human consumption has been demonstrated, actual cases of poisoning from excessive consumption of potatoes are rare.Tomato plants can be toxic to dogs if they eat large amounts of the fruit, or chew plant material.|tomato
Tomatoes were linked to seven Salmonella outbreaks between 1990 and 2005, and may have been the cause of a salmonellosis outbreak causing 172 illnesses in 18 US states in 2006|tomato
The 2008 United States salmonellosis outbreak caused the temporary removal of tomatoes from stores and restaurants across the United States and parts of Canada, although other foods, including jalapeño and serrano peppers, may have been involved.|tomato
A tomato is 95% water, contains 4% carbohydrates and less than 1% each of fat and protein (table)|tomato
100 g of raw tomatoes supply 18 kilocalories and are a moderate source of vitamin C (17% of the Daily Value), but otherwise have no significant nutrient content (table).|tomato
There is no conclusive evidence to indicate that the lycopene in tomatoes or in supplements affects the onset of cardiovascular diseases or cancer.In the United States, supposed health benefits of consuming tomatoes, tomato products or lycopene to affect cancer cannot be mentioned on packaged food products without a qualified health claim statement|tomato
In a scientific review of potential claims for lycopene favorably affecting DNA, skin exposed to ultraviolet radiation, heart function and vision, the European Food Safety Authority concluded that the evidence for lycopene having any of these effects was inconclusive.|tomato
The Potato Tuber moth (Phthorimaea operculella) is an oligophagous insect that prefers to feed on plants of the family Solanaceae such as tomato plants|tomato
Female P|tomato
operculella use the leaves to lay their eggs and the hatched larvae will eat away at the mesophyll of the leaf.|tomato
The town of Buñol, Spain, annually celebrates La Tomatina, a festival centered on an enormous tomato fight|tomato
On 30 August 2007, 40,000 Spaniards gathered to throw 115,000 kg (254,000 lb) of tomatoes at each other in the festival.|tomato
Several US states have adopted the tomato as a state fruit or vegetable (see above)|tomato
Tomatoes have been designated the state vegetable of New Jersey|tomato
Arkansas took both sides by declaring the South Arkansas Vine Ripe Pink Tomato both the state fruit and the state vegetable in the same law, citing both its culinary and botanical classifications|tomato
In 2009, the state of Ohio passed a law making the tomato the state's official fruit|tomato
Tomato juice has been the official beverage of Ohio since 1965|tomato
Alexander W|tomato
Livingston, of Reynoldsburg, Ohio, played a large part in popularizing the tomato in the late 19th century; his efforts are commemorated in Reynoldsburg with an annual Tomato Festival.|tomato
"Tomatoes are a popular ""nonlethal"" throwing weapon in mass protests, and there was a common tradition of throwing rotten tomatoes at bad performers on a stage during the 19th century; today this is usually referenced as a metaphor"|tomato
Embracing it for this protest connotation, the Dutch Socialist party adopted the tomato as their logo.|tomato
"The US city of Reynoldsburg, Ohio calls itself ""The Birthplace of the Tomato"", claiming the first commercial variety of tomato was bred there in the 19th century.""Rotten Tomatoes"" is an American review-aggregation website for film and television"|tomato
"The name ""Rotten Tomatoes"" derives from the practice of audiences throwing rotten tomatoes when disapproving of a poor stage performance"|tomato
"""Rotten Tomatoes"" took the tomato metaphor further by rating films as Certified Fresh if they got a score of 75% or higher, Fresh for films with a score of 60% or higher that do not meet the requirements for the Certified Fresh seal, and Rotten for films with a score of 0–59%."|tomato
David Gentilcore|tomato
Pomodoro|tomato
A History of the Tomato in Italy (Columbia University Press, 2010), scholarly history|tomato
Tieman, D; Bliss, P; McIntyre, LM; Blandon-Ubeda, A; Bies, D; Odabasi, AZ; Rodríguez, GR; van der Knaap, E; Taylor, MG; Goulet, C; Mageroy, MH; Snyder, DJ; Colquhoun, T; Moskowitz, H; Clark, DG; Sims, C; Bartoshuk, L; Klee, HJ (5 June 2012)|tomato
"""The Chemical Interactions Underlying Tomato Flavor Preferences"""|tomato
Current Biology|tomato
22 (11)|tomato
1035–1039|tomato
doi:10.1016/j.cub.2012.04.016|tomato
PMID 22633806.|tomato
Cucumber (Cucumis sativus) is a widely-cultivated creeping vine plant in the Cucurbitaceae gourd family that bears usually cylindrical fruits, which are used as vegetables|cucumber
Considered an annual plant, there are three main varieties of cucumber — slicing, pickling, and burpless/seedless — within which several cultivars have been created|cucumber
The cucumber originates from South Asia, but now grows on most continents, as many different types of cucumber are traded on the global market|cucumber
In North America, the term wild cucumber refers to plants in the genera Echinocystis and Marah, though the two are not closely related.|cucumber
The cucumber is a creeping vine that roots in the ground and grows up trellises or other supporting frames, wrapping around supports with thin, spiraling tendrils|cucumber
The plant may also root in a soilless medium, whereby it will sprawl along the ground in lieu of a supporting structure|cucumber
The vine has large leaves that form a canopy over the fruits.The fruit of typical cultivars of cucumber is roughly cylindrical, but elongated with tapered ends, and may be as large as 62 centimeters (24 in) long and 10 centimeters (4 in) in diameter.Cucumber fruits consist of 95% water (see nutrition table)|cucumber
In botanical terms, the cucumber is classified as a pepo, a type of botanical berry with a hard outer rind and no internal divisions|cucumber
However, much like tomatoes and squashes, it is often perceived, prepared, and eaten as a vegetable.|cucumber
Most cucumber cultivars are seeded and require pollination|cucumber
For this purpose, thousands of honey beehives are annually carried to cucumber fields just before bloom|cucumber
Cucumbers may also be pollinated via bumblebees and several other bee species|cucumber
Most cucumbers that require pollination are self-incompatible, thus requiring the pollen of another plant in order to form seeds and fruit|cucumber
Some self-compatible cultivars exist that are related to the 'Lemon' cultivar.A few cultivars of cucumber are parthenocarpic, the blossoms of which create seedless fruit without pollination, which degrades the eating quality of these cultivar|cucumber
In the United States, these are usually grown in greenhouses, where bees are excluded|cucumber
In Europe, they are grown outdoors in some regions, where bees are likewise excluded.Traditional cultivars produce male blossoms first, then female, in about equivalent numbers|cucumber
Newer gynoecious hybrid cultivars produce almost all female blossoms|cucumber
They may have a pollenizer cultivar interplanted, and the number of beehives per unit area is increased, but temperature changes induce male flowers even on these plants, which may be sufficient for pollination to occur.In 2009, an international team of researchers announced they had sequenced the cucumber genome.|cucumber
In a 100-gram (3+1⁄2-ounce) reference serving, raw cucumber (with peel) is 95% water, 4% carbohydrates, 1% protein, and contains negligible fat|cucumber
Cucumber provides 67 kilojoules (16 kilocalories) of food energy, and supplies low content of micronutrients, as it is notable only for vitamin K at 16% of the Daily Value (table).|cucumber
Depending on variety, cucumbers may have a mild melon aroma and flavor, in part resulting from unsaturated aldehydes, such as (E,Z)-nona-2,6-dienal, and the cis- and trans- isomers of 2-nonenal|cucumber
The slightly bitter taste of cucumber rind results from cucurbitacins.|cucumber
In general cultivation, cucumbers are classified into three main cultivar groups|cucumber
slicing, pickled, and seedless/burpless.|cucumber
Cucumbers grown to eat fresh are called slicing cucumbers|cucumber
The main varieties of slicers mature on vines with large leaves that provide shading.Slicers grown commercially for the North American market are generally longer, smoother, more uniform in color, and have much tougher skin|cucumber
In contrast, those in other countries, often called European cucumbers, are smaller and have thinner, more delicate skin, often with fewer seeds, thus are often being sold in plastic skin for protection|cucumber
This variety may also be called a telegraph cucumber, particularly in Australasia.|cucumber
Pickling with brine, sugar, vinegar, and spices creates various flavored products from cucumbers and other foods|cucumber
Although any cucumber can be pickled, commercial pickles are made from cucumbers specially bred for uniformity of length-to-diameter ratio and lack of voids in the flesh|cucumber
Those cucumbers intended for pickling, called picklers, grow to about 7 to 10 cm (3 to 4 in) long and 2.5 cm (1 in) wide|cucumber
Compared to slicers, picklers tend to be shorter, thicker, less-regularly shaped, and have bumpy skin with tiny white or black-dotted spines|cucumber
Color can vary from creamy yellow to pale or dark green.|cucumber
Gherkins, also called cornichons, or baby pickles, are small cucumbers, typically those 2.5 to 12.5 centimetres (1 to 5 in) in length, often with bumpy skin, which are typically used for pickling|cucumber
The word gherkin comes from the early modern Dutch gurken or augurken ('small pickled cucumber')|cucumber
The term is also used in the name for Cucumis anguria, the West Indian gherkin, a closely related species.|cucumber
Burpless cucumbers are sweeter and have a thinner skin than other varieties of cucumber|cucumber
They are reputed to be easy to digest and to have a pleasant taste|cucumber
They can grow as long as 60 centimeters (2 ft), are nearly seedless, and have a delicate skin|cucumber
Most commonly grown in greenhouses, these parthenocarpic cucumbers are often found in grocery markets, shrink-wrapped in plastic|cucumber
They are marketed as either burpless or seedless, as the seeds and skin of other varieties of cucumbers are said to give some people gas.|cucumber
